1,1.000000
2,1.206684
3,1.588287
4,1.753911
5,2.019044
6,2.161598
7,2.374512
8,2.500877
9,2.683934
10,2.799762
11,2.962136
12,3.068976
13,3.214372
14,3.316228
15,3.451544
16,3.547246
17,3.673642
18,3.764812
19,3.882848
20,3.970132
21,4.080237
22,4.163816
23,4.269467
24,4.348096
25,4.448293
26,4.525263
27,4.621239
28,4.695901
29,4.789094
30,4.862005
31,4.951061
32,5.022122
33,5.108805
34,5.178098
35,5.261312
36,5.326963
37,5.407451
38,5.473046
39,5.551465
40,5.615204
41,5.691514
42,5.754138
43,5.829125
44,5.889941
45,5.962710
46,6.022030
47,6.092854
48,6.152345
49,6.221656
50,6.279613
51,6.348536
52,6.404754
53,6.470788
54,6.527253
55,6.593139
56,6.648393
57,6.712861
58,6.767304
59,6.830720
60,6.884475
61,6.946642
62,7.000431
63,7.061086
64,7.112228
65,7.171429
66,7.223224
67,7.281173
68,7.331189
69,7.389293
70,7.439895
71,7.496997
72,7.545780
73,7.602262
74,7.651346
75,7.708314
76,7.756908
77,7.811143
78,7.860419
79,7.914398
80,7.961606
81,8.014153
82,8.061055
83,8.113027
84,8.159000
85,8.210364
86,8.255133
87,8.306727
88,8.350801
89,8.402074
90,8.447602
91,8.497900
92,8.541776
93,8.591658
94,8.635563
95,8.683162
96,8.725778
97,8.775005
98,8.815812
99,8.863785
100,8.905369
101,8.952170
102,8.994215
103,9.041074
104,9.081985
105,9.129317
106,9.170644
107,9.217086
108,9.258765
109,9.305203
110,9.345647
111,9.391290
112,9.432000
113,9.476377
114,9.516083
115,9.559868
116,9.600565
117,9.643802
118,9.682823
119,9.727429
120,9.766949
121,9.810365
122,9.848784
123,9.891930
124,9.931088
125,9.974551
126,10.012563
127,10.053851
128,10.091440
129,10.134359
130,10.171916
131,10.213543
132,10.250537
133,10.291399
134,10.328565
135,10.370937
136,10.407320
137,10.448129
138,10.485026
139,10.525241
140,10.562072
141,10.600779
142,10.637022
143,10.676912
144,10.712841
145,10.752204
146,10.787147
147,10.826638
148,10.862167
149,10.900803
150,10.936362
151,10.974215
152,11.009485
153,11.046737
154,11.082481
155,11.121515
156,11.156027
157,11.194541
158,11.228673
159,11.266365
160,11.300662
161,11.338475
162,11.371501
163,11.408923
164,11.442462
165,11.480268
166,11.513194
167,11.550661
168,11.584386
169,11.620960
170,11.653499
171,11.689311
172,11.722315
173,11.757242
174,11.789646
175,11.826308
176,11.859040
177,11.894290
178,11.926803
179,11.962684
180,11.995902
181,12.031814
182,12.064714
183,12.098574
184,12.130460
185,12.165145
186,12.197297
187,12.231381
188,12.263635
189,12.299024
190,12.330140
191,12.364351
192,12.395639
193,12.429360
194,12.460018
195,12.493070
196,12.524564
197,12.558556
198,12.590113
199,12.624912
200,12.654455
201,12.687057
202,12.717693
203,12.749851
204,12.779909
205,12.812552
206,12.842719
207,12.876813
208,12.908394
209,12.940346
210,12.970775
211,13.004261
212,13.032390
